# vtime(s),emu-avail(%) for mode:picav target-avail(%)=0.6000
13202,0.7480
13202,0.7481
13204,0.7481
13206,0.7482
13211,0.7482
13214,0.7482
13215,0.7483
13219,0.7483
13222,0.7484
13224,0.7484
13228,0.7485
13229,0.7485
13233,0.7486
13234,0.7486
13237,0.7487
13241,0.7487
13245,0.7488
13250,0.7488
13250,0.7489
13254,0.7489
13255,0.7490
13255,0.7490
13259,0.7491
13262,0.7491
13265,0.7491
13268,0.7492
13271,0.7492
13272,0.7493
13273,0.7493
13273,0.7494
13274,0.7494
13278,0.7495
13281,0.7495
13284,0.7496
13287,0.7496
13290,0.7497
13294,0.7497
13294,0.7498
13295,0.7498
13295,0.7499
13299,0.7499
13299,0.7500
13299,0.7500
13301,0.7500
13305,0.7501
13310,0.7500
13314,0.7498
13315,0.7497
13318,0.7495
13321,0.7494
13322,0.7492
13323,0.7491
13327,0.7490
13332,0.7488
13334,0.7487
13337,0.7485
13340,0.7484
13345,0.7483
13347,0.7481
13349,0.7480
13353,0.7478
13357,0.7477
13357,0.7476
13360,0.7474
13365,0.7473
13367,0.7471
13371,0.7470
13373,0.7469
13375,0.7467
13379,0.7466
13380,0.7464
13381,0.7463
13386,0.7462
13386,0.7460
13387,0.7459
13388,0.7457
13389,0.7456
13391,0.7455
13395,0.7453
13396,0.7452
13399,0.7450
13401,0.7449
13406,0.7448
13411,0.7446
13414,0.7445
13414,0.7444
13415,0.7442
13416,0.7441
13421,0.7439
13424,0.7438
13425,0.7437
13428,0.7435
13429,0.7434
13433,0.7432
13437,0.7431
13441,0.7430
13444,0.7428
13444,0.7427
13448,0.7425
13450,0.7424
13453,0.7423
13454,0.7421
13458,0.7420
13460,0.7419
13460,0.7417
13463,0.7416
13464,0.7414
13466,0.7413
13468,0.7412
13469,0.7410
13473,0.7409
13477,0.7408
13481,0.7406
13483,0.7405
13484,0.7403
13485,0.7402
13488,0.7401
13490,0.7399
13493,0.7398
13497,0.7397
13498,0.7395
13501,0.7394
13503,0.7392
13507,0.7391
13508,0.7390
13512,0.7388
13512,0.7387
13514,0.7386
13517,0.7384
13521,0.7383
13522,0.7381
13523,0.7380
13526,0.7379
13530,0.7377
13530,0.7376
13530,0.7375
13531,0.7373
13533,0.7372
13537,0.7371
13538,0.7369
13540,0.7368
13542,0.7366
13546,0.7365
13549,0.7364
13551,0.7362
13553,0.7361
13554,0.7360
13555,0.7358
13557,0.7357
13561,0.7356
13566,0.7354
13570,0.7353
13575,0.7352
13576,0.7350
13580,0.7349
13581,0.7347
13583,0.7346
13586,0.7345
13588,0.7343
13592,0.7342
13594,0.7341
13598,0.7339
13599,0.7338
13600,0.7337
13601,0.7335
13605,0.7334
13609,0.7333
13611,0.7331
13611,0.7330
13614,0.7329
13616,0.7327
13617,0.7326
13618,0.7325
13619,0.7323
13620,0.7322
13624,0.7320
13628,0.7319
13629,0.7318
13633,0.7316
13635,0.7315
13635,0.7314
13639,0.7312
13643,0.7311
13644,0.7310
13649,0.7308
13652,0.7307
13655,0.7306
13655,0.7304
13657,0.7303
13658,0.7302
13663,0.7300
13663,0.7299
13668,0.7298
13672,0.7296
13673,0.7295
13678,0.7294
13680,0.7292
13685,0.7291
13687,0.7290
13689,0.7288
13692,0.7287
13693,0.7286
13693,0.7284
13698,0.7283
13698,0.7282
13700,0.7280
13702,0.7279
13705,0.7278
13708,0.7276
13713,0.7275
13717,0.7274
13718,0.7272
13721,0.7271
13724,0.7270
13724,0.7268
13726,0.7267
13728,0.7268
13732,0.7268
13736,0.7269
13740,0.7269
13745,0.7270
13748,0.7270
13749,0.7271
13753,0.7271
13753,0.7272
13754,0.7272
13756,0.7273
13756,0.7273
13757,0.7274
13761,0.7274
13761,0.7275
13763,0.7275
13763,0.7276
13768,0.7276
13769,0.7277
13770,0.7277
13773,0.7278
13776,0.7278
13777,0.7279
13779,0.7279
13783,0.7279
13787,0.7280
13791,0.7280
13792,0.7281
13796,0.7281
13800,0.7282
13802,0.7282
13805,0.7283
13806,0.7283
13810,0.7284
13813,0.7284
13813,0.7285
13816,0.7285
13818,0.7286
13818,0.7286
13821,0.7287
13823,0.7287
13827,0.7288
13832,0.7288
13835,0.7289
13835,0.7289
13836,0.7290
13840,0.7290
13841,0.7291
13843,0.7291
13843,0.7292
13847,0.7292
13849,0.7293
13853,0.7293
13853,0.7294
13857,0.7294
13860,0.7295
13862,0.7295
13865,0.7296
13866,0.7296
13870,0.7297
13871,0.7297
13874,0.7298
13876,0.7298
13879,0.7299
13881,0.7299
13886,0.7300
13889,0.7300
13892,0.7301
13896,0.7301
13897,0.7302
13902,0.7302
13903,0.7303
13905,0.7303
13907,0.7303
13911,0.7304
13916,0.7304
13916,0.7305
13919,0.7305
13922,0.7306
13922,0.7306
13926,0.7307
13928,0.7307
13929,0.7308
13933,0.7308
13933,0.7309
13934,0.7309
13934,0.7310
13935,0.7310
13936,0.7311
13936,0.7311
13940,0.7312
13941,0.7312
13941,0.7313
13942,0.7313
13946,0.7314
13946,0.7314
13947,0.7315
13951,0.7315
13954,0.7316
13959,0.7316
13962,0.7317
13963,0.7317
13968,0.7317
13972,0.7318
13975,0.7318
13980,0.7319
13985,0.7319
13989,0.7320
13990,0.7320
13991,0.7321
13993,0.7321
13998,0.7322
13998,0.7322
14000,0.7323
14005,0.7323
14007,0.7324
14011,0.7324
14013,0.7325
14018,0.7325
14022,0.7326
14023,0.7326
14025,0.7327
14027,0.7327
14030,0.7328
14033,0.7328
14036,0.7328
14039,0.7329
14042,0.7329
14045,0.7330
14046,0.7330
14049,0.7331
14053,0.7331
14058,0.7332
14062,0.7332
14067,0.7333
14069,0.7333
14070,0.7334
14071,0.7334
14073,0.7335
14076,0.7335
14077,0.7336
14077,0.7336
14082,0.7337
14083,0.7337
14085,0.7337
14086,0.7338
14086,0.7338
14089,0.7339
14094,0.7339
14098,0.7340
14101,0.7340
14103,0.7341
14106,0.7341
14108,0.7342
14112,0.7342
14116,0.7343
14120,0.7343
14123,0.7344
14123,0.7344
14125,0.7345
14129,0.7345
14132,0.7345
14134,0.7346
14136,0.7346
14137,0.7347
14141,0.7347
14144,0.7348
14148,0.7348
14149,0.7349
14150,0.7349
14151,0.7350
14154,0.7350
14158,0.7351
14162,0.7351
14167,0.7352
14169,0.7352
14174,0.7353
14175,0.7353
14176,0.7353
14179,0.7354
14181,0.7354
14182,0.7355
14187,0.7355
14188,0.7356
14190,0.7356
14191,0.7357
14194,0.7357
14197,0.7358
14202,0.7358
14204,0.7359
14208,0.7359
14212,0.7360
14212,0.7360
14213,0.7360
14214,0.7361
14215,0.7361
14218,0.7362
14219,0.7362
14220,0.7363
14221,0.7363
14226,0.7364
14229,0.7364
14229,0.7365
14232,0.7365
14235,0.7366
14239,0.7366
14240,0.7365
14244,0.7363
14248,0.7362
14249,0.7361
14253,0.7360
14257,0.7358
14257,0.7357
14259,0.7356
14263,0.7354
14266,0.7353
14267,0.7352
14268,0.7351
14269,0.7349
14270,0.7348
14270,0.7347
14271,0.7345
14271,0.7344
14274,0.7343
14279,0.7342
14282,0.7340
14284,0.7339
14285,0.7338
14290,0.7336
14294,0.7335
14294,0.7334
14297,0.7333
14298,0.7331
14299,0.7330
14303,0.7329
14305,0.7327
14308,0.7326
14311,0.7325
14315,0.7324
14317,0.7322
14320,0.7321
14320,0.7320
14325,0.7318
14329,0.7317
14330,0.7316
14334,0.7315
14338,0.7313
14340,0.7312
14340,0.7311
14345,0.7310
14349,0.7308
14350,0.7307
14351,0.7306
14351,0.7304
14353,0.7303
14354,0.7302
14357,0.7301
14357,0.7299
14362,0.7298
14366,0.7297
14371,0.7296
14371,0.7294
14374,0.7293
14378,0.7292
14383,0.7290
14387,0.7289
14392,0.7288
14396,0.7287
14397,0.7285
14398,0.7284
14403,0.7283
14407,0.7282
14408,0.7280
14412,0.7279
14412,0.7278
14416,0.7277
14418,0.7275
14420,0.7274
14422,0.7273
14423,0.7271
14425,0.7270
14426,0.7269
14430,0.7268
14431,0.7266
14433,0.7265
14437,0.7264
14438,0.7263
14441,0.7261
14441,0.7260
14444,0.7259
14446,0.7258
14451,0.7256
14451,0.7255
14453,0.7254
14455,0.7253
14458,0.7251
14461,0.7250
14464,0.7249
14466,0.7248
40647,0.7246
40650,0.7245
40654,0.7244
40654,0.7243
40658,0.7241
40658,0.7240
40660,0.7239
40662,0.7238
40667,0.7236
40671,0.7235
40673,0.7234
40677,0.7233
40679,0.7231
40680,0.7230
40681,0.7229
40682,0.7228
40687,0.7226
40688,0.7225
40692,0.7224
40695,0.7223
40696,0.7221
40699,0.7220
40701,0.7219
40705,0.7218
40709,0.7216
40711,0.7215
40714,0.7214
40718,0.7213
40722,0.7211
40726,0.7210
40731,0.7209
40731,0.7208
40733,0.7206
40735,0.7205
40737,0.7204
40742,0.7203
40746,0.7202
40750,0.7200
40754,0.7199
40755,0.7198
40757,0.7197
40759,0.7195
40762,0.7194
40766,0.7193
40766,0.7192
40768,0.7190
40771,0.7189
40772,0.7188
40776,0.7187
40779,0.7185
40781,0.7184
40783,0.7183
40785,0.7182
40790,0.7181
40795,0.7179
40796,0.7178
40799,0.7177
40803,0.7176
40804,0.7174
40808,0.7173
40809,0.7172
40809,0.7171
40811,0.7169
40814,0.7170
40814,0.7170
40819,0.7171
40820,0.7171
40824,0.7172
40824,0.7172
40827,0.7173
40830,0.7173
40830,0.7174
40832,0.7174
40833,0.7175
40836,0.7175
40839,0.7176
40844,0.7176
40845,0.7177
40845,0.7177
40848,0.7178
40850,0.7178
40853,0.7179
40857,0.7179
40860,0.7180
40863,0.7180
40867,0.7181
40872,0.7181
40874,0.7182
40877,0.7182
40878,0.7182
40880,0.7183
40884,0.7183
40885,0.7184
40887,0.7184
40888,0.7185
40890,0.7185
40894,0.7186
40895,0.7186
40896,0.7187
40900,0.7187
40901,0.7188
40902,0.7188
40907,0.7189
40911,0.7189
40913,0.7190
40915,0.7190
40920,0.7191
40925,0.7191
40926,0.7192
40927,0.7192
40929,0.7193
40929,0.7193
40930,0.7193
40932,0.7194
40937,0.7194
40940,0.7195
40943,0.7195
40948,0.7196
40950,0.7196
40954,0.7197
40955,0.7197
40958,0.7198
40961,0.7198
40964,0.7199
40966,0.7199
40970,0.7200
40971,0.7200
40971,0.7201
40976,0.7201
40981,0.7202
40985,0.7202
40988,0.7203
40992,0.7203
40995,0.7203
40999,0.7204
41000,0.7204
41003,0.7205
41003,0.7205
41004,0.7206
41007,0.7206
41010,0.7207
41011,0.7207
41011,0.7208
41014,0.7208
41018,0.7209
41021,0.7209
41022,0.7210
41022,0.7210
41025,0.7211
41029,0.7211
41032,0.7211
41036,0.7212
41036,0.7212
41038,0.7213
41039,0.7213
41041,0.7214
41046,0.7214
41047,0.7215
41051,0.7215
41052,0.7216
41055,0.7216
41059,0.7217
41063,0.7217
41066,0.7218
41068,0.7218
41070,0.7218
41072,0.7219
41074,0.7219
41074,0.7220
41075,0.7220
41076,0.7221
41078,0.7221
41080,0.7222
41084,0.7222
41085,0.7223
41090,0.7223
41091,0.7224
41096,0.7224
41098,0.7225
41102,0.7225
41105,0.7225
41109,0.7226
41111,0.7226
41114,0.7227
41119,0.7227
41121,0.7228
41123,0.7228
41127,0.7229
41129,0.7229
41132,0.7230
41136,0.7230
41137,0.7231
41140,0.7231
41142,0.7232
41143,0.7232
41146,0.7232
41146,0.7233
41151,0.7233
41151,0.7234
41152,0.7234
41154,0.7235
41155,0.7235
41159,0.7236
41159,0.7236
41161,0.7237
41163,0.7237
41166,0.7238
41170,0.7238
41175,0.7238
41177,0.7239
41182,0.7239
41183,0.7240
41185,0.7240
41188,0.7241
41193,0.7241
41197,0.7242
41198,0.7242
41198,0.7243
41199,0.7243
41202,0.7244
41204,0.7244
41205,0.7244
41208,0.7245
41211,0.7245
41216,0.7246
41220,0.7246
41222,0.7247
41223,0.7247
41225,0.7248
41227,0.7248
41227,0.7249
41232,0.7249
41236,0.7249
41240,0.7250
41243,0.7250
41248,0.7251
41252,0.7251
41256,0.7252
41259,0.7252
41263,0.7253
41264,0.7253
41264,0.7254
41267,0.7254
41268,0.7254
41270,0.7255
41272,0.7255
41273,0.7256
41278,0.7256
41279,0.7257
41279,0.7257
41280,0.7258
41281,0.7258
41284,0.7259
41285,0.7259
41288,0.7259
41289,0.7260
41290,0.7260
41290,0.7261
